Date,Service_Provider
12/7/16 6:16 PM,Lyft
12/7/16 6:16 PM,Uber
12/7/16 6:17 PM,Uber
12/7/16 6:17 PM,Uber
12/7/16 6:17 PM,Uber
12/7/16 6:17 PM,Uber
12/7/16 6:18 PM,Uber
12/7/16 6:18 PM,Uber
12/7/16 6:19 PM,Uber
12/7/16 6:19 PM,Uber
12/7/16 6:20 PM,Uber
12/7/16 6:20 PM,Uber
12/7/16 6:20 PM,Uber
12/7/16 6:20 PM,Lyft
12/7/16 6:21 PM,Uber
12/7/16 6:21 PM,Uber
12/7/16 6:21 PM,Uber
12/7/16 6:22 PM,Uber
12/7/16 6:22 PM,Uber
12/7/16 6:22 PM,Lyft
12/7/16 6:22 PM,Uber
12/7/16 6:22 PM,Uber
12/7/16 6:23 PM,Uber
12/7/16 6:23 PM,Uber
12/7/16 6:23 PM,Uber
12/7/16 6:23 PM,Lyft
12/7/16 6:24 PM,Uber
12/7/16 6:24 PM,Uber
12/7/16 6:25 PM,Uber
12/7/16 6:25 PM,Uber
12/7/16 6:25 PM,Uber
12/7/16 6:26 PM,Uber
12/7/16 6:26 PM,Uber
12/7/16 6:26 PM,Lyft
12/7/16 6:26 PM,Uber
12/7/16 6:26 PM,Uber
12/7/16 6:26 PM,Uber
12/7/16 6:27 PM,Uber
12/7/16 6:27 PM,Uber
12/7/16 6:27 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:28 PM,Uber
12/7/16 6:29 PM,Uber
12/7/16 6:29 PM,Uber
12/7/16 6:31 PM,Uber
12/7/16 6:32 PM,Uber
12/7/16 6:32 PM,Lyft
12/7/16 6:32 PM,Lyft
12/7/16 6:32 PM,Uber
12/7/16 6:33 PM,Uber
12/7/16 6:33 PM,Uber
12/7/16 6:35 PM,Uber
12/7/16 6:35 PM,Uber
12/7/16 6:35 PM,Uber
12/7/16 6:35 PM,Uber
12/7/16 6:36 PM,Lyft
12/7/16 6:36 PM,Lyft
12/7/16 6:36 PM,Uber
12/7/16 6:36 PM,Uber
12/7/16 6:37 PM,Uber
12/7/16 6:37 PM,Uber
12/7/16 6:38 PM,Lyft
12/7/16 6:39 PM,Uber
12/7/16 6:40 PM,Uber
12/7/16 6:40 PM,Lyft
12/7/16 6:40 PM,Uber
12/7/16 6:41 PM,Uber
12/7/16 6:42 PM,Uber
12/7/16 6:42 PM,Uber
12/7/16 6:42 PM,Lyft
12/7/16 6:42 PM,Uber
12/7/16 6:43 PM,Uber
12/7/16 6:43 PM,Uber
12/7/16 6:43 PM,Lyft
12/7/16 6:44 PM,Lyft
12/7/16 6:44 PM,Lyft
12/7/16 6:44 PM,Uber
12/7/16 6:44 PM,Uber
12/7/16 6:45 PM,Uber
12/7/16 6:45 PM,Uber
12/7/16 6:46 PM,Uber
12/7/16 6:46 PM,Uber
12/7/16 6:46 PM,Uber
12/7/16 6:46 PM,Uber
12/7/16 6:47 PM,Lyft
12/7/16 6:47 PM,Uber
12/7/16 6:49 PM,Uber
12/7/16 6:49 PM,Uber
12/7/16 6:49 PM,Lyft
12/7/16 6:49 PM,Lyft
12/7/16 6:50 PM,Uber
12/7/16 6:50 PM,Uber
12/7/16 6:51 PM,Uber
12/7/16 6:51 PM,Uber
12/7/16 6:51 PM,Uber
12/7/16 6:51 PM,Uber
12/7/16 6:51 PM,Uber
12/7/16 6:52 PM,Lyft
12/7/16 6:52 PM,Uber
12/7/16 6:52 PM,Lyft
12/7/16 6:53 PM,Uber
12/7/16 6:54 PM,Uber
12/7/16 6:54 PM,Uber
12/7/16 6:54 PM,Uber
12/7/16 6:55 PM,Uber
12/7/16 6:55 PM,Uber
12/7/16 6:55 PM,Uber
12/7/16 6:56 PM,Lyft
12/7/16 6:56 PM,Uber
12/7/16 6:56 PM,Uber
12/7/16 6:56 PM,Uber
12/7/16 6:57 PM,Uber
12/7/16 6:57 PM,Uber
12/7/16 6:57 PM,Uber
12/7/16 6:57 PM,Lyft
12/7/16 6:57 PM,Lyft
12/7/16 6:57 PM,Lyft
12/7/16 6:57 PM,Uber
12/7/16 6:58 PM,Lyft
12/7/16 6:59 PM,Uber
12/7/16 6:59 PM,Lyft
12/7/16 7:00 PM,Uber
12/7/16 7:00 PM,Uber
12/7/16 7:01 PM,Uber
12/7/16 7:01 PM,Lyft
12/7/16 7:02 PM,Uber
12/7/16 7:02 PM,Uber
12/7/16 7:02 PM,Lyft
12/7/16 7:02 PM,Uber
12/7/16 7:02 PM,Uber
12/7/16 7:02 PM,Lyft
12/7/16 7:03 PM,Uber
12/7/16 7:03 PM,Uber
12/7/16 7:03 PM,Uber
12/7/16 7:04 PM,Uber
12/7/16 7:04 PM,Uber
12/7/16 7:04 PM,Uber
12/7/16 7:05 PM,Uber
12/7/16 7:05 PM,Uber
12/7/16 7:06 PM,Lyft
12/7/16 7:06 PM,Lyft
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Uber
12/7/16 7:07 PM,Lyft
12/7/16 7:08 PM,Uber
12/7/16 7:08 PM,Uber
12/7/16 7:08 PM,Lyft
12/7/16 7:09 PM,Lyft
12/7/16 7:09 PM,Uber
12/7/16 7:10 PM,Uber
12/7/16 7:10 PM,Uber
12/7/16 7:10 PM,Uber
12/7/16 7:11 PM,Uber
12/7/16 7:11 PM,Uber
12/7/16 7:11 PM,Uber
12/7/16 7:11 PM,Uber
12/7/16 7:12 PM,Uber
12/7/16 7:13 PM,Uber
12/7/16 7:13 PM,Uber
12/7/16 7:14 PM,Uber
12/7/16 7:14 PM,Lyft
12/7/16 7:14 PM,Uber
12/7/16 7:14 PM,Uber
12/7/16 7:15 PM,Uber
12/7/16 7:15 PM,Uber
12/7/16 7:15 PM,Uber
12/7/16 7:15 PM,Uber
12/7/16 7:15 PM,Uber
12/7/16 7:16 PM,Uber
12/7/16 7:16 PM,Uber
12/7/16 7:16 PM,Uber
12/7/16 7:16 PM,Uber
12/7/16 7:16 PM,Lyft
12/7/16 7:17 PM,Uber
12/7/16 7:17 PM,Uber
12/7/16 7:17 PM,Uber
12/7/16 7:17 PM,Uber
12/7/16 7:17 PM,Uber
12/7/16 7:18 PM,Uber
12/7/16 7:18 PM,Uber
12/7/16 7:18 PM,Lyft
12/7/16 7:18 PM,Uber
12/7/16 7:18 PM,Uber
12/7/16 7:19 PM,Uber
12/7/16 7:19 PM,Uber
12/7/16 7:20 PM,Uber
12/7/16 7:20 PM,Lyft
12/7/16 7:20 PM,Uber
12/7/16 7:21 PM,Lyft
12/7/16 7:21 PM,Uber
12/7/16 7:21 PM,Lyft
12/7/16 7:21 PM,Uber
12/7/16 7:21 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:22 PM,Uber
12/7/16 7:23 PM,Uber
12/7/16 7:24 PM,Uber
12/7/16 7:24 PM,Uber
12/7/16 7:24 PM,Lyft
12/7/16 7:25 PM,Uber
12/7/16 7:25 PM,Uber
12/7/16 7:25 PM,Uber
12/7/16 7:25 PM,Uber
12/7/16 7:26 PM,Uber
12/7/16 7:26 PM,Uber
12/7/16 7:26 PM,Lyft
12/7/16 7:26 PM,Uber
12/7/16 7:26 PM,Uber
12/7/16 7:26 PM,Lyft
12/7/16 7:28 PM,Uber
12/7/16 7:28 PM,Uber
12/7/16 7:28 PM,Lyft
12/7/16 7:29 PM,Uber
12/7/16 7:29 PM,Uber
12/7/16 7:29 PM,Lyft
12/7/16 7:30 PM,Uber
12/7/16 7:30 PM,Uber
12/7/16 7:31 PM,Lyft
12/7/16 7:31 PM,Uber
12/7/16 7:31 PM,Lyft
12/7/16 7:31 PM,Lyft
12/7/16 7:32 PM,Lyft
12/7/16 7:32 PM,Uber
12/7/16 7:32 PM,Uber
12/7/16 7:33 PM,Uber
12/7/16 7:33 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:34 PM,Uber
12/7/16 7:35 PM,Uber
12/7/16 7:35 PM,Uber
12/7/16 7:35 PM,Uber
12/7/16 7:36 PM,Uber
12/7/16 7:36 PM,Lyft
12/7/16 7:36 PM,Lyft
12/7/16 7:37 PM,Lyft
12/7/16 7:37 PM,Uber
12/7/16 7:38 PM,Uber
12/7/16 7:38 PM,Uber
12/7/16 7:39 PM,Uber
12/7/16 7:39 PM,Uber
12/7/16 7:39 PM,Uber
12/7/16 7:39 PM,Lyft
12/7/16 7:40 PM,Lyft
12/7/16 7:41 PM,Lyft
12/7/16 7:41 PM,Uber
12/7/16 7:41 PM,Lyft
12/7/16 7:42 PM,Uber
12/7/16 7:42 PM,Uber
12/7/16 7:42 PM,Uber
12/7/16 7:42 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:44 PM,Uber
12/7/16 7:45 PM,Uber
12/7/16 7:45 PM,Uber
12/7/16 7:46 PM,Uber
12/7/16 7:46 PM,Uber
12/7/16 7:47 PM,Uber
12/7/16 7:47 PM,Uber
12/7/16 7:48 PM,Uber
12/7/16 7:49 PM,Uber
12/7/16 7:49 PM,Uber
12/7/16 7:49 PM,Lyft
12/7/16 7:49 PM,Uber
12/7/16 7:50 PM,Uber
12/7/16 7:50 PM,Uber
12/7/16 7:50 PM,Lyft
12/7/16 7:50 PM,Uber
12/7/16 7:51 PM,Uber
12/7/16 7:52 PM,Uber
12/7/16 7:53 PM,Uber
12/7/16 7:54 PM,Uber
12/7/16 7:54 PM,Uber
12/7/16 7:54 PM,Uber
12/7/16 7:55 PM,Uber
12/7/16 7:55 PM,Uber
12/7/16 7:55 PM,Lyft
12/7/16 7:56 PM,Lyft
12/7/16 7:56 PM,Uber
12/7/16 7:57 PM,Lyft
12/7/16 7:57 PM,Uber
12/7/16 7:57 PM,Uber
12/7/16 7:57 PM,Uber
12/7/16 7:58 PM,Uber
12/7/16 7:58 PM,Uber
12/7/16 7:59 PM,Uber
12/7/16 7:59 PM,Uber
12/7/16 7:59 PM,Lyft
12/7/16 7:59 PM,Uber
12/7/16 7:59 PM,Uber
12/7/16 8:00 PM,Uber
12/7/16 8:00 PM,Uber
12/7/16 8:00 PM,Uber
12/7/16 8:01 PM,Uber
12/7/16 8:01 PM,Uber
12/7/16 8:01 PM,Uber
12/7/16 8:02 PM,Uber
12/7/16 8:02 PM,Uber
12/7/16 8:02 PM,Uber
12/7/16 8:02 PM,Uber
12/7/16 8:03 PM,Lyft
12/7/16 8:03 PM,Uber
12/7/16 8:03 PM,Uber
12/7/16 8:04 PM,Lyft
12/7/16 8:04 PM,Uber
12/7/16 8:06 PM,Uber
12/7/16 8:06 PM,Lyft
12/7/16 8:06 PM,Uber
12/7/16 8:06 PM,Uber
12/7/16 8:07 PM,Uber
12/7/16 8:07 PM,Uber
12/7/16 8:07 PM,Uber
12/7/16 8:07 PM,Uber
12/7/16 8:08 PM,Uber
12/7/16 8:09 PM,Uber
12/7/16 8:09 PM,Uber
12/7/16 8:10 PM,Uber
12/7/16 8:10 PM,Uber
12/7/16 8:11 PM,Uber
12/7/16 8:12 PM,Uber
12/7/16 8:13 PM,Uber
12/7/16 8:13 PM,Lyft
12/7/16 8:13 PM,Uber
12/7/16 8:14 PM,Uber
12/7/16 8:14 PM,Uber
12/7/16 8:14 PM,Uber
12/7/16 8:14 PM,Lyft
12/7/16 8:14 PM,Uber
12/7/16 8:14 PM,Uber
12/7/16 8:14 PM,Uber
12/7/16 8:15 PM,Uber
12/7/16 8:15 PM,Uber
12/7/16 8:16 PM,Uber
12/7/16 8:16 PM,Uber
12/7/16 8:16 PM,Uber
12/7/16 8:17 PM,Uber
12/7/16 8:17 PM,Uber
12/7/16 8:18 PM,Uber
12/7/16 8:18 PM,Lyft
12/7/16 8:18 PM,Uber
12/7/16 8:19 PM,Uber
12/7/16 8:19 PM,Uber
12/7/16 8:20 PM,Lyft
12/7/16 8:20 PM,Uber
12/7/16 8:21 PM,Lyft
12/7/16 8:21 PM,Uber
12/7/16 8:21 PM,Uber
12/7/16 8:21 PM,Uber
12/7/16 8:21 PM,Uber
12/7/16 8:21 PM,Lyft
12/7/16 8:21 PM,Uber
12/7/16 8:21 PM,Uber
12/7/16 8:22 PM,Uber
12/7/16 8:22 PM,Uber
12/7/16 8:22 PM,Lyft
12/7/16 8:22 PM,Lyft
12/7/16 8:22 PM,Uber
12/7/16 8:22 PM,Uber
12/7/16 8:23 PM,Uber
12/7/16 8:23 PM,Uber
12/7/16 8:24 PM,Uber
12/7/16 8:24 PM,Uber
12/7/16 8:24 PM,Uber
12/7/16 8:24 PM,Uber
12/7/16 8:25 PM,Uber
12/7/16 8:25 PM,Uber
12/7/16 8:26 PM,Lyft
12/7/16 8:26 PM,Uber
12/7/16 8:27 PM,Uber
12/7/16 8:27 PM,Uber
12/7/16 8:27 PM,Uber
12/7/16 8:27 PM,Uber
12/7/16 8:28 PM,Uber
12/7/16 8:28 PM,Uber
12/7/16 8:28 PM,Uber
12/7/16 8:28 PM,Uber
12/7/16 8:28 PM,Uber
12/7/16 8:29 PM,Uber
12/7/16 8:29 PM,Uber
12/7/16 8:29 PM,Uber
12/7/16 8:29 PM,Uber
12/7/16 8:30 PM,Uber
12/7/16 8:30 PM,Uber
12/7/16 8:31 PM,Uber
12/7/16 8:31 PM,Lyft
12/7/16 8:31 PM,Uber
12/7/16 8:33 PM,Uber
12/7/16 8:33 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:34 PM,Uber
12/7/16 8:35 PM,Uber
12/7/16 8:35 PM,Lyft
12/7/16 8:36 PM,Uber
12/7/16 8:36 PM,Lyft
12/7/16 8:36 PM,Uber
12/7/16 8:36 PM,Uber
12/7/16 8:36 PM,Uber
12/7/16 8:36 PM,Uber
12/7/16 8:36 PM,Uber
12/7/16 8:37 PM,Uber
12/7/16 8:37 PM,Uber
12/7/16 8:37 PM,Uber
12/7/16 8:37 PM,Uber
12/7/16 8:38 PM,Uber
12/7/16 8:38 PM,Uber
12/7/16 8:38 PM,Uber
12/7/16 8:39 PM,Uber
12/7/16 8:39 PM,Uber
12/7/16 8:40 PM,Uber
12/7/16 8:40 PM,Uber
12/7/16 8:41 PM,Uber
12/7/16 8:41 PM,Lyft
12/7/16 8:41 PM,Uber
12/7/16 8:41 PM,Uber
12/7/16 8:41 PM,Uber
12/7/16 8:42 PM,Lyft
12/7/16 8:43 PM,Uber
12/7/16 8:43 PM,Lyft
12/7/16 8:43 PM,Lyft
12/7/16 8:44 PM,Lyft
12/7/16 8:44 PM,Uber
12/7/16 8:44 PM,Uber
12/7/16 8:45 PM,Uber
12/7/16 8:45 PM,Uber
12/7/16 8:45 PM,Uber
12/7/16 8:45 PM,Uber
12/7/16 8:46 PM,Uber
12/7/16 8:46 PM,Uber
12/7/16 8:46 PM,Uber
12/7/16 8:46 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:47 PM,Uber
12/7/16 8:48 PM,Uber
12/7/16 8:48 PM,Uber
12/7/16 8:49 PM,Uber
12/7/16 8:49 PM,Lyft
12/7/16 8:49 PM,Uber
12/7/16 8:49 PM,Uber
12/7/16 8:49 PM,Uber
12/7/16 8:50 PM,Uber
12/7/16 8:50 PM,Uber
12/7/16 8:50 PM,Uber
12/7/16 8:50 PM,Uber
12/7/16 8:50 PM,Uber
12/7/16 8:51 PM,Lyft
12/7/16 8:51 PM,Uber
12/7/16 8:51 PM,Uber
12/7/16 8:51 PM,Uber
12/7/16 8:52 PM,Uber
12/7/16 8:52 PM,Lyft
12/7/16 8:52 PM,Lyft
12/7/16 8:52 PM,Uber
12/7/16 8:52 PM,Uber
12/7/16 8:52 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Lyft
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:53 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Lyft
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Lyft
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:54 PM,Uber
12/7/16 8:55 PM,Uber
12/7/16 8:55 PM,Uber
12/7/16 8:55 PM,Uber
12/7/16 8:55 PM,Uber
12/7/16 8:55 PM,Uber
12/7/16 8:55 PM,Lyft
12/7/16 8:56 PM,Uber
12/7/16 8:56 PM,Uber
12/7/16 8:57 PM,Uber
12/7/16 8:57 PM,Uber
12/7/16 8:57 PM,Uber
12/7/16 8:58 PM,Uber
12/7/16 8:58 PM,Uber
12/7/16 8:59 PM,Uber
12/7/16 8:59 PM,Uber
12/7/16 8:59 PM,Uber
12/7/16 8:59 PM,Uber
12/7/16 8:59 PM,Lyft
12/7/16 8:59 PM,Uber
12/7/16 8:59 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:00 PM,Uber
12/7/16 9:01 PM,Uber
12/7/16 9:01 PM,Uber
12/7/16 9:01 PM,Uber
12/7/16 9:01 PM,Uber
12/7/16 9:01 PM,Lyft
12/7/16 9:01 PM,Uber
12/7/16 9:02 PM,Uber
12/7/16 9:02 PM,Uber
12/7/16 9:02 PM,Uber
12/7/16 9:02 PM,Uber
12/7/16 9:02 PM,Lyft
12/7/16 9:02 PM,Uber
12/7/16 9:03 PM,Uber
12/7/16 9:03 PM,Uber
12/7/16 9:03 PM,Uber
12/7/16 9:03 PM,Uber
12/7/16 9:03 PM,Uber
12/7/16 9:04 PM,Uber
12/7/16 9:04 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Lyft
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:05 PM,Uber
12/7/16 9:06 PM,Uber
12/7/16 9:08 PM,Uber
12/7/16 9:08 PM,Lyft
12/7/16 9:08 PM,Uber
12/7/16 9:08 PM,Uber
12/7/16 9:09 PM,Uber
12/7/16 9:09 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:10 PM,Uber
12/7/16 9:11 PM,Uber
12/7/16 9:11 PM,Uber
12/7/16 9:11 PM,Uber
12/7/16 9:12 PM,Uber
12/7/16 9:12 PM,Uber
12/7/16 9:13 PM,Uber
12/7/16 9:13 PM,Uber
12/7/16 9:13 PM,Uber
12/7/16 9:13 PM,Lyft
12/7/16 9:13 PM,Uber
12/7/16 9:13 PM,Uber
12/7/16 9:14 PM,Uber
12/7/16 9:14 PM,Uber
12/7/16 9:15 PM,Uber
12/7/16 9:15 PM,Uber
12/7/16 9:15 PM,Lyft
12/7/16 9:15 PM,Uber
12/7/16 9:15 PM,Uber
12/7/16 9:16 PM,Lyft
12/7/16 9:16 PM,Uber
12/7/16 9:16 PM,Uber
12/7/16 9:17 PM,Uber
12/7/16 9:17 PM,Uber
12/7/16 9:17 PM,Uber
12/7/16 9:17 PM,Uber
12/7/16 9:18 PM,Uber
12/7/16 9:19 PM,Uber
12/7/16 9:19 PM,Uber
12/7/16 9:19 PM,Lyft
12/7/16 9:20 PM,Uber
12/7/16 9:20 PM,Uber
12/7/16 9:21 PM,Uber
12/7/16 9:21 PM,Uber
12/7/16 9:22 PM,Uber
12/7/16 9:22 PM,Lyft
12/7/16 9:22 PM,Uber
12/7/16 9:22 PM,Uber
12/7/16 9:22 PM,Uber
12/7/16 9:24 PM,Uber
12/7/16 9:24 PM,Uber
12/7/16 9:24 PM,Uber
12/7/16 9:25 PM,Uber
12/7/16 9:27 PM,Uber
12/7/16 9:27 PM,Lyft
12/7/16 9:28 PM,Lyft
12/7/16 9:28 PM,Uber
12/7/16 9:29 PM,Uber
12/7/16 9:29 PM,Uber
12/7/16 9:30 PM,Uber
12/7/16 9:31 PM,Uber
12/7/16 9:31 PM,Uber
12/7/16 9:32 PM,Lyft
12/7/16 9:32 PM,Uber
12/7/16 9:34 PM,Uber
12/7/16 9:34 PM,Uber
12/7/16 9:34 PM,Uber
12/7/16 9:35 PM,Uber
12/7/16 9:36 PM,Uber
12/7/16 9:36 PM,Uber
12/7/16 9:36 PM,Uber
12/7/16 9:37 PM,Uber
12/7/16 9:38 PM,Uber
12/7/16 9:38 PM,Lyft
12/7/16 9:39 PM,Uber
12/7/16 9:39 PM,Uber
12/7/16 9:40 PM,Uber
12/7/16 9:41 PM,Uber
12/7/16 9:41 PM,Uber
12/7/16 9:41 PM,Lyft
12/7/16 9:42 PM,Lyft
12/7/16 9:42 PM,Uber
12/7/16 9:42 PM,Uber
12/7/16 9:43 PM,Lyft
12/7/16 9:43 PM,Uber
12/7/16 9:44 PM,Uber
12/7/16 9:44 PM,Uber
12/7/16 9:47 PM,Uber
12/7/16 9:48 PM,Lyft
12/7/16 9:48 PM,Uber
12/7/16 9:49 PM,Uber
12/7/16 9:49 PM,Uber
12/7/16 9:49 PM,Uber
12/7/16 9:49 PM,Uber
12/7/16 9:49 PM,Uber
12/7/16 9:50 PM,Uber
12/7/16 9:51 PM,Uber
12/7/16 9:51 PM,Uber
12/7/16 9:51 PM,Lyft
12/7/16 9:52 PM,Uber
12/7/16 9:52 PM,Uber
12/7/16 9:52 PM,Uber
12/7/16 9:52 PM,Uber
12/7/16 9:52 PM,Uber
12/7/16 9:52 PM,Uber
12/7/16 9:54 PM,Uber
12/7/16 9:55 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:57 PM,Uber
12/7/16 9:58 PM,Uber
12/7/16 9:58 PM,Uber
12/7/16 9:58 PM,Uber
12/7/16 9:59 PM,Uber
12/7/16 9:59 PM,Uber
12/7/16 9:59 PM,Lyft
12/7/16 9:59 PM,Uber
12/7/16 9:59 PM,Lyft
12/7/16 10:00 PM,Uber
12/7/16 10:00 PM,Uber
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Lyft
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Lyft
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Lyft
12/7/16 10:01 PM,Uber
12/7/16 10:01 PM,Uber
12/7/16 10:02 PM,Uber
12/7/16 10:02 PM,Uber
12/7/16 10:02 PM,Uber
12/7/16 10:02 PM,Uber
12/7/16 10:03 PM,Lyft
12/7/16 10:03 PM,Uber
12/7/16 10:03 PM,Uber
12/7/16 10:03 PM,Uber
12/7/16 10:04 PM,Uber
12/7/16 10:04 PM,Uber
12/7/16 10:04 PM,Uber
12/7/16 10:04 PM,Lyft
12/7/16 10:05 PM,Uber
12/7/16 10:05 PM,Uber
12/7/16 10:05 PM,Uber
12/7/16 10:06 PM,Uber
12/7/16 10:06 PM,Uber
12/7/16 10:07 PM,Lyft
12/7/16 10:07 PM,Uber
12/7/16 10:07 PM,Uber
12/7/16 10:07 PM,Uber
12/7/16 10:08 PM,Lyft
12/7/16 10:08 PM,Uber
12/7/16 10:08 PM,Lyft
12/7/16 10:08 PM,Uber
12/7/16 10:08 PM,Lyft
12/7/16 10:09 PM,Uber
12/7/16 10:09 PM,Uber
12/7/16 10:09 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Uber
12/7/16 10:10 PM,Lyft
12/7/16 10:11 PM,Uber
12/7/16 10:11 PM,Uber
12/7/16 10:11 PM,Lyft
12/7/16 10:11 PM,Uber
12/7/16 10:12 PM,Uber
12/7/16 10:12 PM,Uber
12/7/16 10:12 PM,Uber
12/7/16 10:12 PM,Lyft
12/7/16 10:13 PM,Uber
12/7/16 10:13 PM,Uber
12/7/16 10:13 PM,Lyft
12/7/16 10:13 PM,Uber
12/7/16 10:13 PM,Uber
12/7/16 10:13 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:14 PM,Uber
12/7/16 10:15 PM,Lyft
12/7/16 10:15 PM,Uber
12/7/16 10:15 PM,Uber
12/7/16 10:15 PM,Uber
12/7/16 10:15 PM,Lyft
12/7/16 10:15 PM,Uber
12/7/16 10:15 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Lyft
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:16 PM,Uber
12/7/16 10:17 PM,Lyft
12/7/16 10:17 PM,Uber
12/7/16 10:18 PM,Uber
12/7/16 10:18 PM,Lyft
12/7/16 10:18 PM,Lyft
12/7/16 10:19 PM,Lyft
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Lyft
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Uber
12/7/16 10:19 PM,Uber
12/7/16 10:20 PM,Uber
12/7/16 10:21 PM,Uber
12/7/16 10:21 PM,Uber
12/7/16 10:21 PM,Uber
12/7/16 10:21 PM,Uber
12/7/16 10:22 PM,Uber
12/7/16 10:22 PM,Uber
12/7/16 10:22 PM,Uber
12/7/16 10:23 PM,Lyft
12/7/16 10:23 PM,Uber
12/7/16 10:24 PM,Uber
12/7/16 10:24 PM,Uber
12/7/16 10:24 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:25 PM,Uber
12/7/16 10:26 PM,Lyft
12/7/16 10:27 PM,Lyft
12/7/16 10:27 PM,Uber
12/7/16 10:27 PM,Uber
12/7/16 10:27 PM,Uber
12/7/16 10:28 PM,Lyft
12/7/16 10:28 PM,Lyft
12/7/16 10:28 PM,Uber
12/7/16 10:28 PM,Uber
12/7/16 10:29 PM,Uber
